Sl.No.,BO_MFClientID,DOB,InvestType,Paymentmode,FundType,MFNo,MFInvestment,Tenure,TenureInDays,Gender,ADDITIONALPRODUCTSPURCHASED,RFMID,Brokerage_Per_Day,Status
112958,635489,00:00.0,LUMSUM,CHEQUE,ONGOING,3,597674.9348,15,5,M,N,555,119534.987,Continuing
112959,635490,00:00.0,SIP,CHEQUE,ONGOING,1,5133.7354,2,2,M,N,555,2566.8677,Continuing
112960,635491,00:00.0,LUMSUM,CHEQUE,ONGOING,1,9604.3505,7,7,M,Y,423,1372.050071,Continuing
112961,635494,00:00.0,SIP,CHEQUE,ONGOING,1,14794.584,873,873,M,N,111,16.94683162,Continuing
112962,635499,00:00.0,LUMSUM,CHEQUE,ONGOING,2,206845.9024,2937,1468,F,N,253,140.9032033,Continuing
112963,635500,00:00.0,LUMSUM,CHEQUE,NFO,1,23466.8266,0,0,M,N,555,inf,Stopped
112964,635502,00:00.0,SIP,CHEQUE,ONGOING,1,7167.1336,856,856,M,N,351,8.372819626,Continuing
112965,635507,00:00.0,SIP,CHEQUE,ONGOING,4,37506.7392,1614,403,M,N,352,93.06883176,Continuing
112966,635509,00:00.0,SIP,CHEQUE,ONGOING,2,1889.5264,3,1,M,N,555,1889.5264,Stopped
112967,635510,00:00.0,LUMSUM,CHEQUE,ONGOING,1,193881.6568,4,4,F,N,555,48470.4142,Continuing
112968,635527,00:00.0,LUMSUM,CHEQUE,NFO,1,9386.7306,0,0,M,N,531,inf,Stopped
112969,635529,00:00.0,SIP,CHEQUE,ONGOING,1,17350.05,42562,42562,M,N,151,0.407641793,Continuing
112970,635530,00:00.0,LUMSUM,CHEQUE,NFO,2,71194.8557,555,277,F,N,454,257.0211397,Continuing
112971,635556,00:00.0,LUMSUM,CHEQUE,ONGOING,2,73508.6075,1077,538,M,Y,544,136.6330994,Continuing
112972,635557,00:00.0,SIP,CHEQUE,ONGOING,1,270526.4164,881,881,M,Y,543,307.067442,Continuing
112973,635559,00:00.0,SIP,CHEQUE,ONGOING,3,70178.3685,2703,901,M,N,111,77.8894212,Continuing
112974,635627,00:00.0,LUMSUM,CHEQUE,NFO,1,28160.1919,0,0,M,N,522,inf,Stopped
112975,635631,00:00.0,SIP,CHEQUE,ONGOING,8,738374.4788,5176,647,F,N,355,1141.227943,Continuing
112976,635753,00:00.0,LUMSUM,CHEQUE,ONGOING,1,104152.5832,308,308,M,N,111,338.1577377,Continuing
112977,635755,00:00.0,SIP,CHEQUE,ONGOING,7,1104429.431,3431,490,F,N,355,2253.937615,Continuing
112978,635770,00:00.0,SIP,CHEQUE,ONGOING,1,9197.4808,1097,1097,F,N,251,8.384212215,Continuing
112979,635784,00:00.0,SIP,CHEQUE,ONGOING,1,34664.5408,870,870,M,Y,422,39.84429977,Continuing
112980,635785,00:00.0,SIP,CHEQUE,ONGOING,1,15537.3479,867,867,F,N,111,17.92081649,Continuing
112981,635786,00:00.0,SIP,CHEQUE,ONGOING,1,23696.9481,537,537,F,N,352,44.12839497,Continuing
112982,635825,00:00.0,SIP,CHEQUE,ONGOING,1,5240.3363,470,470,M,N,351,11.1496517,Continuing
112983,635828,00:00.0,SIP,CHEQUE,ONGOING,1,5269.7145,85,85,F,N,552,61.99664118,Continuing
112984,635830,00:00.0,LUMSUM,CHEQUE,ONGOING,2,33091.0682,1087,543,M,Y,413,60.94119374,Continuing
112985,635831,00:00.0,LUMSUM,CHEQUE,NFO,2,141894.9049,146,73,M,Y,555,1943.765821,Continuing
112986,635895,00:00.0,LUMSUM,CHEQUE,ONGOING,4,1042951.234,1153,288,F,N,455,3621.358451,Continuing
112987,635896,00:00.0,LUMSUM,CHEQUE,ONGOING,4,102103.7707,5811,1452,M,N,252,70.31940131,Continuing
112988,635897,00:00.0,SIP,CHEQUE,ONGOING,1,17353.1983,862,862,M,N,441,20.13132053,Continuing
112989,635899,00:00.0,SIP,CHEQUE,ONGOING,3,40626.5364,812,270,M,N,453,150.4686533,Continuing
112990,635900,00:00.0,SIP,DD,ONGOING,1,13388.6416,642,642,F,N,111,20.85458193,Continuing
112991,635902,00:00.0,LUMSUM,CHEQUE,NFO,1,9386.7306,89,89,F,N,421,105.4688831,Continuing
112992,635903,00:00.0,SIP,CHEQUE,ONGOING,2,12937.3953,959,479,M,Y,422,27.00917599,Continuing
112993,635906,00:00.0,SIP,CHEQUE,ONGOING,2,82851.5333,2001,1000,M,N,425,82.8515333,Continuing
112994,635908,00:00.0,SIP,CHEQUE,ONGOING,1,10714.3865,346,346,F,N,521,30.96643497,Continuing
112995,635909,00:00.0,LUMSUM,CHEQUE,NFO,2,15147.4719,696,348,M,Y,111,43.5272181,Continuing
112996,635912,00:00.0,SIP,CHEQUE,ONGOING,4,4360.4234,4,1,M,N,555,4360.4234,Stopped
112997,635913,00:00.0,SIP,CHEQUE,ONGOING,4,108030.0334,4571,1142,M,N,525,94.59722715,Continuing
112998,635914,00:00.0,SIP,CHEQUE,ONGOING,1,18631.9106,197,197,F,N,424,94.5782264,Continuing
112999,635915,00:00.0,SIP,CHEQUE,ONGOING,3,41525.7989,1932,644,M,N,352,64.48105419,Continuing
113000,635916,00:00.0,SIP,CHEQUE,ONGOING,2,15317.7106,1788,894,M,N,351,17.13390447,Continuing
113001,635918,00:00.0,SIP,CHEQUE,ONGOING,2,210189.613,21,10,F,N,452,21018.9613,Continuing
113002,635919,00:00.0,SIP,CHEQUE,NFO,1,2255.2842,34,34,M,N,552,66.33188824,Continuing
113003,635922,00:00.0,SIP,CHEQUE,ONGOING,2,15963.0153,1295,647,F,N,111,24.6723575,Continuing
113004,635923,00:00.0,LUMSUM,CHEQUE,ONGOING,11,13918732.28,2120,192,F,N,455,72493.39728,Continuing
113005,636043,00:00.0,SIP,CHEQUE,ONGOING,1,11668.0968,463,463,M,Y,541,25.201073,Continuing
113006,636051,00:00.0,SIP,CHEQUE,ONGOING,1,1297.4103,379,379,F,N,351,3.423246174,Continuing
113007,636053,00:00.0,SIP,CHEQUE,ONGOING,1,25831.1923,899,899,M,N,352,28.73325061,Continuing
113008,514186,00:00.0,SIP,CHEQUE,ONGOING,1,253134.2334,19194,19194,M,N,151,13.18819597,Continuing
113009,514297,00:00.0,SIP,CHEQUE,ONGOING,6,35869.4674,28488,4748,F,Y,321,7.554647725,Continuing
113010,514304,00:00.0,SIP,CHEQUE,ONGOING,4,269277.6977,43452,10863,F,N,422,24.78852045,Continuing
113011,514318,00:00.0,SIP,CHEQUE,ONGOING,2,206365.5382,45652,22826,F,N,151,9.0408104,Continuing
113012,514335,00:00.0,LUMSUM,CHEQUE,ONGOING,1,121039.6789,22,22,F,N,555,5501.803586,Continuing
113013,514349,00:00.0,SIP,CHEQUE,ONGOING,1,11331.2891,12403,12403,M,N,223,0.913592607,Continuing
113014,514352,00:00.0,LUMSUM,CHEQUE,NFO,2,264939.0954,44199,22099,M,N,151,11.98873684,Continuing
113015,514510,00:00.0,SIP,CHEQUE,ONGOING,3,111231.9406,43270,14423,F,Y,422,7.712122346,Continuing
113016,514537,00:00.0,LUMSUM,CHEQUE,ONGOING,3,180804.576,2126,708,F,N,354,255.3736949,Continuing
113017,514539,00:00.0,SIP,CHEQUE,ONGOING,2,155003.2136,43180,21590,F,Y,523,7.179398499,Continuing
113018,514540,00:00.0,LUMSUM,CHEQUE,NFO,5,196259.3465,2512,502,M,N,354,390.9548735,Continuing
113019,514542,00:00.0,LUMSUM,CHEQUE,NFO,2,158588.1709,781,390,F,Y,525,406.6363356,Continuing
113020,514543,00:00.0,SIP,CHEQUE,ONGOING,2,60419.0713,22498,11249,F,Y,151,5.371061543,Continuing
113021,514547,00:00.0,LUMSUM,CHEQUE,NFO,7,3680885.342,88245,12606,M,N,154,291.9947122,Continuing
113022,514565,00:00.0,LUMSUM,CHEQUE,ONGOING,3,254546.2674,4711,1570,F,Y,334,162.1313805,Continuing
113023,514567,00:00.0,SIP,CHEQUE,ONGOING,3,121189.1176,44083,14694,M,N,151,8.247523996,Continuing
113024,514568,00:00.0,LUMSUM,CHEQUE,ONGOING,5,559657.2399,1467,293,M,N,455,1910.092969,Continuing
113025,514569,00:00.0,SIP,CHEQUE,ONGOING,1,45130.8013,19699,19699,F,N,151,2.291019915,Continuing
113026,514570,00:00.0,LUMSUM,CHEQUE,NFO,1,36701.2615,4544,4544,M,N,151,8.076862126,Continuing
113027,514573,00:00.0,SIP,CHEQUE,ONGOING,2,229593.3974,18075,9037,M,Y,322,25.40593088,Continuing
113028,514575,00:00.0,LUMSUM,CHEQUE,NFO,5,622630.059,12267,2453,F,Y,111,253.8239132,Continuing
113029,514577,00:00.0,LUMSUM,CHEQUE,ONGOING,3,680786.1689,4715,1571,M,N,254,433.3457472,Continuing
113030,514579,00:00.0,SIP,CHEQUE,NFO,2,7676.4706,5525,2762,M,N,151,2.77931593,Continuing
113031,514580,00:00.0,SIP,CHEQUE,ONGOING,2,174418.6703,25061,12530,M,Y,151,13.92008542,Continuing
113032,514581,00:00.0,SIP,CHEQUE,NFO,7,126536.9904,32466,4638,M,N,152,27.28266287,Continuing
113033,514585,00:00.0,LUMSUM,CHEQUE,ONGOING,1,13555.939,4,4,M,Y,322,3388.98475,Continuing
113034,514586,00:00.0,LUMSUM,CHEQUE,NFO,2,224112.0727,1113,556,F,N,354,403.0792674,Continuing
113035,514598,00:00.0,SIP,CHEQUE,ONGOING,1,112482.0005,21180,21180,M,N,151,5.310764896,Continuing
113036,514599,00:00.0,SIP,CHEQUE,ONGOING,1,27844.9,8614,8614,M,N,151,3.232516833,Continuing
113037,514600,00:00.0,SIP,CHEQUE,ONGOING,2,106717.7065,43000,21500,M,N,151,4.963614256,Continuing
113038,514604,00:00.0,LUMSUM,CHEQUE,NFO,1,65234.3302,16913,16913,M,Y,524,3.857052575,Continuing
113039,514605,00:00.0,SIP,CHEQUE,ONGOING,2,74868.6371,11565,5782,F,N,151,12.94857093,Continuing
113040,514608,00:00.0,SIP,CHEQUE,ONGOING,1,737.8146,0,0,M,N,555,inf,Stopped
113041,514609,00:00.0,SIP,CHEQUE,ONGOING,2,51407.9936,18140,9070,M,N,151,5.667915502,Continuing
113042,514690,00:00.0,LUMSUM,CHEQUE,ONGOING,9,242978.9454,20410,2267,M,Y,111,107.1808317,Continuing
113043,514698,00:00.0,SIP,CHEQUE,ONGOING,16,1796584.449,271202,16950,F,Y,153,105.9931828,Continuing
113044,514803,00:00.0,LUMSUM,CHEQUE,ONGOING,1,1321.2722,301,301,F,N,451,4.389608638,Continuing
113045,514804,00:00.0,SIP,CHEQUE,ONGOING,2,71385.4158,4161,2080,M,N,111,34.31991144,Continuing
113046,514806,00:00.0,LUMSUM,CHEQUE,NFO,1,19262.6157,0,0,M,N,555,inf,Stopped
113047,514807,00:00.0,SIP,CHEQUE,ONGOING,1,150.6082,294,294,M,N,451,0.512272789,Continuing
113048,514808,00:00.0,SIP,CHEQUE,ONGOING,2,192861.4898,24152,12076,F,N,151,15.97064341,Continuing
113049,514811,00:00.0,LUMSUM,CHEQUE,ONGOING,2,207326.3172,4918,2459,F,N,152,84.31326442,Continuing
113050,514812,00:00.0,LUMSUM,CHEQUE,ONGOING,1,84846.0127,3019,3019,M,N,152,28.10401216,Continuing
113051,514818,00:00.0,LUMSUM,CHEQUE,ONGOING,3,83414.1678,2766,922,F,N,352,90.47089783,Continuing
113052,514819,00:00.0,SIP,CHEQUE,ONGOING,4,333090.6419,57251,14312,M,Y,111,23.27352165,Continuing
113053,514822,00:00.0,LUMSUM,CHEQUE,NFO,1,68858.5638,1,1,M,Y,533,68858.5638,Stopped
113054,514823,00:00.0,SIP,CHEQUE,ONGOING,3,823073.8687,28163,9387,M,N,152,87.68231263,Continuing
113055,514833,00:00.0,LUMSUM,CHEQUE,ONGOING,2,30073.8102,1120,560,F,N,352,53.7032325,Continuing
113056,514836,00:00.0,SIP,CHEQUE,ONGOING,5,326099.8647,107068,21413,M,Y,111,15.22906014,Continuing
113057,514837,00:00.0,SIP,CHEQUE,ONGOING,1,20950.8643,14436,14436,F,Y,111,1.4512929,Continuing
113058,514839,00:00.0,LUMSUM,CHEQUE,ONGOING,2,15704591.36,699,349,O,N,455,44998.82911,Continuing
113059,514841,00:00.0,LUMSUM,CHEQUE,NFO,1,353265.6147,0,0,F,N,555,inf,Stopped
113060,514842,00:00.0,SIP,CHEQUE,ONGOING,4,875692.2125,17536,4384,F,N,153,199.7473112,Continuing
113061,514857,00:00.0,LUMSUM,CHEQUE,ONGOING,1,269727.8014,1,1,F,Y,111,269727.8014,Stopped
113062,514902,00:00.0,LUMSUM,CHEQUE,NFO,13,1740153.17,147225,11325,M,Y,533,153.6559091,Continuing
113063,514904,00:00.0,SIP,CHEQUE,ONGOING,2,140116.705,41924,20962,M,N,151,6.684319483,Continuing
113064,514905,00:00.0,LUMSUM,CHEQUE,NFO,7,506815.1099,51270,7324,F,N,523,69.19922309,Continuing
113065,559652,00:00.0,LUMSUM,CHEQUE,ONGOING,6,2085747.284,3389,564,M,N,111,3698.133482,Continuing
113066,559653,00:00.0,SIP,CHEQUE,ONGOING,1,53540.51,7791,7791,M,N,111,6.872097292,Continuing
113067,559654,00:00.0,SIP,CHEQUE,ONGOING,1,58111.3847,9184,9184,M,N,111,6.327459135,Continuing
113068,559658,00:00.0,LUMSUM,CHEQUE,ONGOING,1,70457.9562,3,3,F,N,555,23485.9854,Continuing
113069,559666,00:00.0,SIP,CHEQUE,ONGOING,1,28620.8238,8464,8464,M,N,151,3.381477292,Continuing
113070,559684,00:00.0,SIP,CHEQUE,ONGOING,1,58077.3688,8622,8622,M,N,151,6.735950916,Continuing
113071,559742,00:00.0,SIP,CHEQUE,ONGOING,2,18036.261,2975,1487,M,N,111,12.12929455,Continuing
113072,559743,00:00.0,SIP,CHEQUE,ONGOING,1,29083.0068,9166,9166,M,N,151,3.172922409,Continuing
113073,559745,00:00.0,LUMSUM,CHEQUE,ONGOING,1,142939.6371,3,3,F,N,555,47646.5457,Continuing
113074,559746,00:00.0,SIP,CHEQUE,ONGOING,3,5572.7394,14939,4979,M,N,324,1.119248725,Continuing
113075,559748,00:00.0,SIP,CHEQUE,ONGOING,1,80020.5397,7795,7795,M,N,151,10.26562408,Continuing
113076,559749,00:00.0,SIP,CHEQUE,ONGOING,1,66807.2802,6021,6021,M,N,151,11.09571171,Continuing
113077,559750,00:00.0,SIP,CHEQUE,ONGOING,1,51530.7888,7855,7855,M,N,322,6.560253189,Continuing
113078,559753,00:00.0,LUMSUM,CHEQUE,ONGOING,3,224183.9928,1086,362,F,N,455,619.2927978,Continuing
113079,559756,00:00.0,SIP,CHEQUE,ONGOING,3,35733.1518,5629,1876,F,Y,324,19.04752228,Continuing
113080,559758,00:00.0,SIP,CHEQUE,ONGOING,2,36771.0693,12749,6374,M,N,111,5.768915799,Continuing
113081,559761,00:00.0,SIP,CHEQUE,ONGOING,1,2019.1695,7450,7450,M,N,111,0.271029463,Continuing
113082,559919,00:00.0,SIP,CHEQUE,ONGOING,1,49294.9631,8138,8138,M,N,151,6.057380573,Continuing
113083,559922,00:00.0,SIP,CHEQUE,ONGOING,4,68953.9833,603,150,M,Y,522,459.693222,Continuing
113084,559933,00:00.0,SIP,CHEQUE,ONGOING,1,9090.1873,160,160,M,N,452,56.81367063,Continuing
113085,559934,00:00.0,SIP,CHEQUE,ONGOING,2,120845.6945,17741,8870,M,N,151,13.62409183,Continuing
113086,559935,00:00.0,LUMSUM,CHEQUE,ONGOING,9,4036607.297,2429,269,F,N,455,15005.97508,Continuing
113087,559936,00:00.0,SIP,CHEQUE,ONGOING,1,26593.6784,8630,8630,F,N,151,3.081538633,Continuing
113088,559937,00:00.0,SIP,CHEQUE,ONGOING,5,266314.9058,30995,6199,M,Y,522,42.96094625,Continuing
113089,559939,00:00.0,SIP,CHEQUE,ONGOING,1,51656.6255,8319,8319,M,Y,343,6.209475358,Continuing
113090,559941,00:00.0,SIP,CHEQUE,ONGOING,2,29245.4023,18410,9205,M,N,151,3.17712138,Continuing
113091,559942,00:00.0,SIP,CHEQUE,ONGOING,1,109037.7686,10085,10085,M,N,323,10.81187591,Continuing
113092,559944,00:00.0,SIP,CHEQUE,ONGOING,2,39483.3238,9974,4987,M,N,151,7.917249609,Continuing
113093,559945,00:00.0,SIP,CHEQUE,ONGOING,8,244659.0761,36383,4547,F,N,323,53.80670246,Continuing
113094,559954,00:00.0,SIP,CHEQUE,ONGOING,7,1028810.768,39328,5618,F,N,153,183.1275841,Continuing
113095,559957,00:00.0,LUMSUM,CHEQUE,NFO,3,75268.8053,277,92,M,Y,423,818.139188,Continuing
113096,559960,00:00.0,SIP,CHEQUE,ONGOING,3,168986.6541,6173,2057,M,N,152,82.15199519,Continuing
113097,559963,00:00.0,SIP,CHEQUE,ONGOING,1,134394.1683,7765,7765,F,Y,534,17.30768426,Continuing
113098,559975,00:00.0,SIP,CHEQUE,ONGOING,1,58640.2717,8438,8438,M,Y,433,6.949546302,Continuing
113099,559976,00:00.0,SIP,CHEQUE,ONGOING,1,58519.8417,8488,8488,M,N,111,6.894420558,Continuing
113100,559978,00:00.0,SIP,CHEQUE,ONGOING,3,51523.4769,12874,4291,F,N,151,12.00733556,Continuing
113101,559980,00:00.0,SIP,CHEQUE,ONGOING,1,53898.1732,7802,7802,F,N,151,6.908250859,Continuing
113102,559981,00:00.0,SIP,CHEQUE,ONGOING,1,29638.0562,8948,8948,M,N,111,3.312254828,Continuing
113103,559984,00:00.0,LUMSUM,CHEQUE,ONGOING,1,675204.9642,7011,7011,F,N,152,96.30651322,Continuing
113104,559987,00:00.0,LUMSUM,CHEQUE,ONGOING,4,147570.9274,7204,1801,M,Y,111,81.93832726,Continuing
113105,559988,00:00.0,LUMSUM,CHEQUE,NFO,2,468441.3975,9150,4575,M,Y,534,102.3915623,Continuing
113106,559991,00:00.0,SIP,CHEQUE,ONGOING,2,33513.5655,19238,9619,M,N,151,3.48410079,Continuing
113107,559994,00:00.0,SIP,CHEQUE,ONGOING,2,54272.9848,15219,7609,F,Y,523,7.13273555,Continuing
113108,559995,00:00.0,LUMSUM,CHEQUE,ONGOING,5,379423.6775,29089,5817,F,Y,444,65.22669374,Continuing
113109,559996,00:00.0,SIP,CHEQUE,ONGOING,2,15542.094,15606,7803,M,N,323,1.991810073,Continuing
113110,559997,00:00.0,SIP,CHEQUE,NFO,5,14490.443,210,42,F,N,454,345.0105476,Continuing
113111,559999,00:00.0,SIP,CHEQUE,ONGOING,1,10149.7601,94,94,M,N,453,107.9761713,Continuing
113112,560000,00:00.0,SIP,CHEQUE,ONGOING,1,25992.2057,7717,7717,M,Y,421,3.3681749,Continuing
113113,560002,00:00.0,SIP,CHEQUE,ONGOING,2,53859.8061,15630,7815,M,Y,541,6.891849789,Continuing
113114,560004,00:00.0,LUMSUM,CHEQUE,ONGOING,3,33032.6441,1194,398,M,Y,422,82.99659322,Continuing
113115,560006,00:00.0,SIP,CHEQUE,ONGOING,1,292005.752,9171,9171,F,N,152,31.84012125,Continuing
113116,560008,00:00.0,SIP,CHEQUE,ONGOING,3,87823.0807,9026,3008,F,N,152,29.19650289,Continuing
113117,560013,00:00.0,SIP,CHEQUE,ONGOING,1,17378.4396,1000,1000,M,N,323,17.3784396,Continuing
113118,560014,00:00.0,SIP,CHEQUE,ONGOING,2,143758.8208,16932,8466,F,Y,522,16.98072535,Continuing
113119,560015,00:00.0,LUMSUM,CHEQUE,NFO,4,111048.5014,8662,2165,M,N,152,51.29261035,Continuing
113120,560016,00:00.0,LUMSUM,CHEQUE,ONGOING,3,157742.9432,15,5,M,N,111,31548.58864,Continuing
113121,560017,00:00.0,SIP,CHEQUE,ONGOING,3,168877.4166,22952,7650,F,N,151,22.07547929,Continuing
113122,560020,00:00.0,SIP,CHEQUE,ONGOING,2,115438.8563,16986,8493,F,N,322,13.59223552,Continuing
113123,560025,00:00.0,SIP,CHEQUE,ONGOING,2,65399.4744,9559,4779,M,N,111,13.68476133,Continuing
113124,560026,00:00.0,SIP,CHEQUE,ONGOING,1,42596.2377,5725,5725,M,N,151,7.440390865,Continuing
113125,560027,00:00.0,SIP,DD,ONGOING,1,4066.3535,8443,8443,M,N,322,0.481624245,Continuing
113126,560028,00:00.0,SIP,CHEQUE,ONGOING,2,23376.1287,208,104,M,N,332,224.7704683,Continuing
113127,560029,00:00.0,LUMSUM,CHEQUE,ONGOING,2,84969.116,11,5,M,N,111,16993.8232,Continuing
113128,560031,00:00.0,SIP,CHEQUE,ONGOING,12,1175618.785,62491,5207,F,Y,111,225.7766055,Continuing
113129,560032,00:00.0,SIP,DD,ONGOING,1,49287.0027,7081,7081,M,Y,323,6.960457944,Continuing
113130,560046,00:00.0,SIP,CHEQUE,ONGOING,1,123228.5041,7576,7576,M,N,151,16.26564204,Continuing
113131,560048,00:00.0,SIP,CHEQUE,ONGOING,4,9390.8398,144,36,M,N,554,260.8566611,Continuing
113132,560049,00:00.0,SIP,CHEQUE,NFO,2,48321.8745,9534,4767,M,N,422,10.13674733,Continuing
113133,560050,00:00.0,SIP,CHEQUE,ONGOING,3,330109.0846,19202,6400,F,N,152,51.57954447,Continuing
113134,560051,00:00.0,SIP,CHEQUE,ONGOING,2,38382.785,7866,3933,M,N,423,9.759162217,Continuing
113135,560052,00:00.0,SIP,CHEQUE,ONGOING,1,3285.8048,11397,11397,F,N,151,0.288304361,Continuing
113136,560053,00:00.0,SIP,CHEQUE,ONGOING,1,43108.5825,6406,6406,M,N,151,6.729407196,Continuing
113137,560054,00:00.0,SIP,CHEQUE,ONGOING,1,132717.3495,9188,9188,F,N,151,14.44463969,Continuing
113138,560056,00:00.0,SIP,CHEQUE,ONGOING,2,65998.2665,12233,6116,M,N,323,10.79108347,Continuing
113139,560057,00:00.0,SIP,CHEQUE,ONGOING,1,56319.1194,25634,25634,M,N,151,2.197047648,Continuing
113140,560060,00:00.0,SIP,CHEQUE,ONGOING,1,71131.881,8439,8439,M,N,532,8.428946676,Continuing
113141,560063,00:00.0,LUMSUM,CHEQUE,ONGOING,3,478666.4531,13322,4440,M,N,153,107.8077597,Continuing
113142,560064,00:00.0,SIP,CHEQUE,ONGOING,3,26749.3563,8641,2880,M,N,151,9.287970937,Continuing
113143,560065,00:00.0,SIP,CHEQUE,ONGOING,12,1022486.301,36690,3057,F,Y,423,334.4737655,Continuing
113144,560068,00:00.0,SIP,CHEQUE,ONGOING,3,121883.2208,11225,3741,M,Y,422,32.58038514,Continuing
113145,560069,00:00.0,SIP,CHEQUE,ONGOING,1,27167.4481,3394,3394,M,Y,323,8.004551591,Continuing
113146,560072,00:00.0,LUMSUM,CHEQUE,NFO,16,3757622.264,263088,16443,M,N,153,228.5241297,Continuing
113147,560073,00:00.0,SIP,CHEQUE,ONGOING,2,35183.1504,2976,1488,F,N,322,23.64459032,Continuing
113148,560074,00:00.0,SIP,CHEQUE,ONGOING,3,129353.0488,28460,9486,F,N,111,13.63620586,Continuing
113149,560075,00:00.0,SIP,CHEQUE,ONGOING,1,1503.707,93,93,M,N,451,16.16889247,Continuing
113150,560078,00:00.0,SIP,CHEQUE,ONGOING,1,75310.6656,7064,7064,M,N,111,10.66119275,Continuing
113151,560149,00:00.0,SIP,CHEQUE,ONGOING,5,158878.9981,20122,4024,M,N,152,39.48285241,Continuing
113152,560153,00:00.0,SIP,CHEQUE,ONGOING,1,3241.7477,2863,2863,F,N,151,1.132290499,Continuing
113153,560154,00:00.0,LUMSUM,CHEQUE,ONGOING,40,10955336.13,8962,224,M,Y,425,48907.7506,Continuing
113154,560327,00:00.0,LUMSUM,CHEQUE,NFO,3,231652.3535,12610,4203,F,N,152,55.11595372,Continuing
113155,560340,00:00.0,SIP,CHEQUE,ONGOING,6,185728.4929,34820,5803,M,N,152,32.00559933,Continuing
113156,560345,00:00.0,LUMSUM,CHEQUE,ONGOING,2,852903.6953,25713,12856,F,N,152,66.34285122,Continuing
113157,560348,00:00.0,SIP,CHEQUE,ONGOING,2,54946.1479,16874,8437,M,N,151,6.512521975,Continuing
113158,560350,00:00.0,SIP,CHEQUE,ONGOING,4,693199.6624,20252,5063,F,N,153,136.9148059,Continuing
113159,560353,00:00.0,SIP,CHEQUE,NFO,2,107135.4548,16869,8434,F,Y,532,12.7028047,Continuing
113160,560357,00:00.0,SIP,CHEQUE,ONGOING,2,64587.8248,17577,8788,M,N,151,7.349547656,Continuing
113161,560359,00:00.0,SIP,CHEQUE,ONGOING,1,35235.6333,4157,4157,F,N,151,8.476216815,Continuing
113162,560361,00:00.0,SIP,CHEQUE,ONGOING,2,10996.0661,1264,632,M,N,351,17.39883877,Continuing
113163,560362,00:00.0,SIP,CHEQUE,NFO,1,2661.9869,11,11,M,Y,322,241.9988091,Continuing
113164,560363,00:00.0,SIP,CHEQUE,ONGOING,2,54646.8835,16574,8287,F,N,151,6.594290274,Continuing
113165,560364,00:00.0,SIP,CHEQUE,ONGOING,1,144346.7079,8516,8516,M,Y,524,16.95005964,Continuing
113166,560365,00:00.0,SIP,CHEQUE,ONGOING,4,135929.0598,40127,10031,F,N,151,13.5508982,Continuing
113167,560422,00:00.0,SIP,CHEQUE,ONGOING,1,38021.8239,5521,5521,F,Y,532,6.886763974,Continuing
113168,560424,00:00.0,SIP,CHEQUE,ONGOING,5,962389.2404,27637,5527,F,N,153,174.1250661,Continuing
113169,560426,00:00.0,SIP,CHEQUE,ONGOING,1,29947.1768,9214,9214,M,N,151,3.250181984,Continuing
113170,560475,00:00.0,LUMSUM,CHEQUE,NFO,2,330697.4499,471,235,M,Y,533,1407.223191,Continuing
113171,560477,00:00.0,SIP,CHEQUE,ONGOING,10,265375.3184,89788,8978,F,N,152,29.55840036,Continuing
113172,560479,00:00.0,SIP,CHEQUE,ONGOING,9,272687.4214,41686,4631,M,Y,453,58.88305364,Continuing
113173,560482,00:00.0,SIP,CHEQUE,NFO,16,6337099.463,77360,4835,M,Y,555,1310.672071,Continuing
113174,560483,00:00.0,SIP,CHEQUE,ONGOING,4,160823.3247,17224,4306,F,Y,433,37.34865878,Continuing
113175,560484,00:00.0,LUMSUM,CHEQUE,ONGOING,5,1766987.205,40447,8089,M,Y,445,218.4432198,Continuing
113176,560486,00:00.0,SIP,CHEQUE,ONGOING,5,549114.2131,19533,3906,F,N,153,140.5822358,Continuing
113177,560492,00:00.0,SIP,CHEQUE,ONGOING,3,166705.9683,25760,8586,M,N,324,19.4160224,Continuing
113178,560494,00:00.0,SIP,CHEQUE,ONGOING,1,26107.2913,7735,7735,M,N,151,3.375215423,Continuing
113179,560496,00:00.0,SIP,CHEQUE,ONGOING,2,54536.4488,16217,8108,M,N,151,6.726251702,Continuing
113180,560497,00:00.0,SIP,CHEQUE,ONGOING,2,1590579.817,15362,7681,F,N,153,207.0797835,Continuing
113181,560498,00:00.0,SIP,CHEQUE,ONGOING,1,260032.7577,6992,6992,F,N,152,37.19003972,Continuing
113182,560500,00:00.0,LUMSUM,CHEQUE,ONGOING,1,205606.5914,5591,5591,F,N,152,36.77456473,Continuing
113183,560502,00:00.0,LUMSUM,CHEQUE,NFO,1,138025.7418,0,0,F,N,323,inf,Stopped
113184,560506,00:00.0,SIP,CHEQUE,ONGOING,4,828855.3617,240657,60164,F,N,324,13.77659999,Continuing
113185,560509,00:00.0,LUMSUM,CHEQUE,NFO,3,29156.1484,24952,8317,M,Y,332,3.505608801,Continuing
113186,560510,00:00.0,LUMSUM,CHEQUE,NFO,1,13685.0826,0,0,M,Y,111,inf,Stopped
113187,560512,00:00.0,LUMSUM,CHEQUE,NFO,4,1372238.646,620,155,F,N,455,8853.152553,Continuing
113188,560513,00:00.0,LUMSUM,CHEQUE,ONGOING,2,1624317.233,13,6,M,Y,111,270719.5388,Continuing
